"pcp-dstat 6.3.7 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server1",,,,"User:","admin"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","02 Jul 2025 17:19:20 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
20.006,1.751,77.773,0,1.000,0,0,26567141.919,271784.891,7971012,6409952,2916,1602296,0,0,"Core app process",18.756,"python3",42562.825,289.087,"Core app process",751004
1.000,0.250,98.253,0,3.250,0,0,22754.808,73492.611,7975288,6405668,2916,1602304,0,0,"Pronghorn Tags ",0.500,"python3",42550.512,284.010,"Core app process",746924
1.999,0.500,96.719,0,1.250,0,0,39875.274,137642.071,7976296,6404660,2916,1602304,0,0,"Core app process",1.000,"python3",42526.428,288.908,"Core app process",747180
29.501,1.500,69.252,0,1.000,0,0,29093.741,102944.621,7951036,6429920,2916,1602304,0,0,"Core app process",29.001,"python3",42541.083,282.007,"Core app process",712504
2.501,0.750,96.021,0,0.250,0,0,5358223.041,140257.308,7949392,6431564,2916,1602304,0,0,"Core app process",2.000,"python3",42549.498,282.063,"Core app process",720568
1.750,0.250,97.499,0,1.250,0,0,26409.737,78537.218,7970432,6410516,2916,1602312,0,0,"Core app process",0.250,"python3",42543.576,290.997,"Core app process",741704
1.250,0.500,98.250,0,1.000,0,0,23024.023,79400.079,7970936,6410012,2916,1602312,0,0,"python3",0.500,"python3",42540.042,282.000,"Core app process",743368
1.250,0.250,97.750,0,0.750,0,0,43405.940,141363.805,7971688,6409260,2916,1602312,0,0,"Core app process",0.250,"python3",42544.941,289.000,"Core app process",745032
3.251,0.500,96.278,0,4.001,0,0,5325263.228,111712.954,7987224,6393720,2916,1602316,0,0,"Core app process",1.000,"python3",42561.174,291.083,"Core app process",755520
1.000,0.500,98.251,0,2.000,0,0,24950.380,75793.154,8006424,6374520,2916,1602316,0,0,"memory cache",0.250,"python3",42540.648,284.004,"Core app process",764600
1.250,0.500,98.219,0,2.249,0,0,25903.875,80592.720,8006676,6374268,2916,1602316,0,0,"Core app process",0.250,"python3",42514.664,281.912,"Core app process",764600
1.000,0.250,97.756,0,2.000,0,0,32127.959,83967.121,8006676,6374268,2916,1602316,0,0,"xfsaild/xvda4",0.250,"python3",42536.594,289.018,"Core app process",764856
1.500,0.750,97.524,0,2.501,0,0,49355.233,155318.497,8018008,6362932,2916,1602320,0,0,"Core app process",0.500,"python3",42544.545,289.072,"Core app process",764984
2.001,0,97.796,0,3.502,0,0,29024.737,102618.567,8001632,6379308,2916,1602320,0,0,"Core app process",0.500,"python3",42569.147,284.134,"Core app process",769776
1.750,0.250,97.504,0,2.250,0,0,30246.299,75953.262,8001884,6379056,2916,1602320,0,0,"Core app process",0.750,"python3",42535.827,282.012,"Core app process",769904
14.500,0.750,83.751,0,1.500,0,12.000,28234.415,90415.330,8003896,6377040,2916,1602324,0,0,"Core app process",14.000,"python3",42527.625,282.004,"Core app process",754924
1.500,0.250,97.999,0,1.500,0,0,24445.744,79095.171,7997344,6383592,2916,1602324,0,0,"chronyd",0.250,"python3",42527.554,281.997,"Core app process",751060
2.000,0.750,97.001,0,3.750,0,0,5325333.540,142733.167,7980628,6400304,2916,1602328,0,0,"Core app process",0.750,"python3",42549.348,291.002,"Core app process",757852
1.250,0.250,98.014,0,2.750,0,0,23504.264,80098.124,7982452,6398480,2916,1602328,0,0,"memory cache",0.250,"python3",42539.908,282.039,"Core app process",757980
1.750,0.250,98.254,0,1.500,0,0,23973.935,72014.810,7983208,6397724,2916,1602328,0,0,"db",0.250,"python3",42541.660,291.011,"Core app process",758108
1.500,0.250,97.718,0,1.250,0,0,31753.564,102190.415,7983208,6397724,2916,1602328,0,0,"Core app process",0.250,"python3",42539.019,281.907,"Core app process",758108
1.250,0.250,98.022,0,3.001,0,0,23877.303,74122.462,7996116,6384812,2916,1602332,0,0,"memory cache",0.500,"python3",42546.449,284.063,"Core app process",756412
2.750,0.500,97.244,0,2.500,0,0,45286.180,152048.531,7996116,6384812,2916,1602332,0,0,"Core app process",0.750,"python3",42538.351,288.982,"Core app process",756412
1.000,0.250,97.750,0,0.750,0,0,24918.879,83515.593,7997012,6383916,2916,1602332,0,0,"python3",0.500,"python3",42524.793,283.999,"Core app process",759228
2.000,0.250,97.510,0,3.250,0,0,33270.286,84756.372,7997512,6383412,2916,1602336,0,0,"rcu_preempt",0.250,"python3",42535.202,282.028,"Core app process",759356
5.998,0.500,92.721,0,1.250,0,0,5314704.390,81618.175,7998112,6382812,2916,1602336,0,0,"Core app process",5.498,"python3",42537.541,290.908,"Core app process",765516
0.750,0.750,98.480,0,1.000,0,0,21335.622,72501.124,7999276,6381648,2916,1602336,0,0,"docker-proxy",0.500,"python3",42531.273,281.942,"Core app process",765644
1.751,0.500,97.310,0,0.500,0,0,40940.309,154875.744,7999276,6381648,2916,1602336,0,0,"Core app process",0.250,"python3",42557.309,291.180,"Core app process",765644
1.500,0.500,98.247,0,3.250,0,0,23985.159,81049.156,7999276,6381648,2916,1602336,0,0,"db",0.250,"python3",42523.508,281.990,"Core app process",765644
15.755,1.500,82.274,0,0.750,0,0,16179323.817,408246.747,7997292,6383628,2916,1602340,0,0,"Pronghorn Opera",10.753,"python3",42556.170,289.083,"Core app process",766928
1.500,0,98.031,0,1.000,0,0,25992.105,81397.382,7997796,6383124,2916,1602340,0,0,"db",0.250,"python3",42561.272,282.088,"Core app process",766928
1.250,0.250,98.218,0,2.499,0,0,22534.596,73611.815,7999308,6381612,2916,1602340,0,0,"Core app process",0.250,"python3",42517.031,283.907,"Core app process",754092
4.251,0.750,93.781,0.250,1.250,0,7054.329,44505.694,153760.764,8001320,6379600,2916,1602340,0,0,"Core app process",0.500,"python3",42550.048,282.093,"Core app process",754092
26.992,1.999,71.229,0,1.250,0,0,21482013.420,450955.149,7982420,6398500,2916,1602340,0,0,"Core app process",19.244,"python3",42355.522,288.915,"Core app process",755152
1.250,0,97.729,0,4.249,0,0,34581.436,87284.909,7982892,6398028,2916,1602340,0,0,"Core app process",0.500,"python3",42369.733,281.938,"Core app process",755152
1.250,0.500,98.249,0,0.750,0,4.000,26147.838,75895.529,7983144,6397776,2916,1602340,0,0,"Core app process",0.250,"python3",42184.738,281.998,"Core app process",755152
1.000,0,98.270,0,1.250,0,0,21347.258,70765.115,7983648,6397272,2916,1602340,0,0,"db",0.250,"python3",42185.414,282.056,"Core app process",755152
17.250,1.250,80.752,0,3.000,0,0,21496909.636,492378.551,7989296,6391624,2916,1602340,0,0,"Pronghorn Opera",10.750,"python3",42192.904,289.006,"Core app process",764572
2.000,0.250,97.478,0,2.000,0,0,29399.416,88213.244,7993576,6387340,2916,1602344,0,0,"Pronghorn Autom",0.750,"python3",42179.554,281.937,"Core app process",764700
0.500,0.500,97.778,0,0.750,0,0,27555.927,83353.979,8000380,6380536,2916,1602344,0,0,"Core app process",0.250,"python3",42205.141,284.082,"Core app process",764700
2.500,0.500,97.998,0,1.750,0,0,25525.576,79674.676,8000384,6380536,2916,1602340,0,0,"db",0.500,"python3",42185.299,288.995,"Core app process",764700
11.749,1.500,86.743,0,0.500,0,0,21476789.218,420550.008,7995296,6385620,2916,1602344,0,0,"Pronghorn Opera",6.000,"python3",42189.791,283.978,"Core app process",763376
1.250,0.500,97.221,0,1.749,0,0,43589.885,154041.655,7995956,6384960,2916,1602344,0,0,"Core app process",0.750,"python3",42191.306,281.915,"Core app process",763376
1.500,0.500,97.776,0,1.750,0,0,28934.584,92658.288,7996852,6384064,2916,1602344,0,0,"Core app process",0.500,"python3",42194.060,284.074,"Core app process",757852
1.250,0.500,98.012,0,1.750,0,0,32765.068,84954.548,7997080,6383812,2916,1602368,0,0,"Core app process",0.500,"python3",42201.240,289.036,"Core app process",757980
1.501,0.750,97.560,0,1.501,0,0,5336075.759,105094.556,7995716,6385176,2916,1602368,0,0,"Core app process",1.001,"python3",42203.924,289.178,"Core app process",763740
1.249,0.250,97.710,0,1.499,0,0,21581.199,71472.854,8001220,6379672,2916,1602368,0,0,"Core app process",0.250,"python3",42178.800,283.884,"Core app process",759936
1.500,0.500,97.498,0,2.750,0,0,38563.190,150592.836,8001968,6378920,2916,1602372,0,0,"Core app process",0.250,"python3",42175.114,288.994,"Core app process",759936
1.500,0,98.000,0,2.500,0,0,33793.975,92553.932,8001352,6379536,2916,1602372,0,0,"memory cache",0.250,"python3",42169.969,284.000,"Core app process",763340
2.751,1.500,95.528,0.250,2.501,0,16.005,28238.180,81940.737,7999068,6381820,2916,1602372,0,0,"NetworkManager",0.250,"python3",42196.224,284.082,"Core app process",763340
1.250,0.250,98.528,0,0.750,0,20.006,25499.209,80492.755,8000328,6380560,2916,1602372,0,0,"memory cache",0.500,"python3",42191.927,282.080,"Core app process",749912
1.000,0.500,98.463,0,0.500,0,35.986,21869.700,72880.340,7999824,6381064,2916,1602372,0,0,"memory cache",0.500,"python3",42159.999,286.891,"Core app process",749912
2.000,0.750,97.499,0,2.750,0,0,46362.752,158109.156,7999824,6381064,2916,1602372,0,0,"Core app process",0.500,"python3",42171.775,281.998,"Core app process",749912
1.750,0.500,97.751,0,2.750,0,0,22013.220,49258.491,7992556,6388332,2916,1602372,0,0,"Core app process",0.750,"python3",42172.421,289.003,"Core app process",749912
2.252,0.751,96.844,0,1.001,0,0,5328356.329,93342.855,7962680,6418204,2916,1602376,0,0,"Core app process",1.001,"python3",42237.111,284.277,"Core app process",764688
2.250,0.500,97.258,0,3.250,0,4.000,5326428.243,126171.476,7963604,6417280,2916,1602376,0,0,"Core app process",0.500,"python3",42174.502,289.024,"Core app process",761180
1.999,0,97.968,0,1.250,0,0,23686.155,78833.891,7964864,6416020,2916,1602376,0,0,"docker-proxy",0.500,"python3",42159.037,283.906,"Core app process",761308
1.750,0.750,97.489,0,2.500,0,0,39126.654,146965.675,7965620,6415264,2916,1602376,0,0,"memory cache",0.500,"python3",42183.314,288.968,"Core app process",758912
0.749,0,98.684,0,1.749,0,0,22125.190,47048.508,7966124,6414760,2916,1602376,0,0,"python3",0.500,"python3",42156.782,281.811,"Core app process",759040
1.251,0,98.558,0,0.500,0,0,23900.111,72514.814,7967296,6413588,2916,1602376,0,0,"Core app process",0.250,"python3",42188.909,291.172,"Core app process",761856
1.500,0.750,98.250,0,1.500,0,0,35416.041,123730.142,7967296,6413588,2916,1602376,0,0,"Core app process",0.250,"python3",42170.048,282.000,"Core app process",761856
1.499,0.250,98.198,0,0.750,0,15.992,25355.583,83825.643,7967296,6413588,2916,1602376,0,0,"Core app process",0.250,"python3",42153.694,281.851,"Core app process",761984
2.000,0,97.001,0,2.250,0,24.000,45825.370,157455.271,7967296,6413588,2916,1602376,0,0,"Core app process",0.500,"python3",42172.340,284.002,"Core app process",759344
1.500,0.250,97.998,0,1.750,0,0,14858.692,42757.114,7963432,6417448,2916,1602380,0,0,"Core app process",0.500,"python3",42176.126,283.994,"Core app process",762288
0.750,0.750,97.751,0,1.250,0,0,29581.237,71108.570,7964944,6415936,2916,1602380,0,0,"Core app process",0.500,"python3",42175.338,289.002,"Core app process",762288
1.250,0.500,97.523,0,2.251,0,0,35496.464,119332.454,7966960,6413920,2916,1602380,0,0,"memory cache",0.250,"python3",42185.059,289.069,"Core app process",761708
0.750,0.250,98.002,0,0.750,0,0,24936.475,84511.611,7967716,6413164,2916,1602380,0,0,"db",0.250,"python3",42196.805,289.006,"Core app process",761708
1.500,0.250,97.249,0,2.750,0,0,36535.766,141553.093,7968216,6412660,2916,1602384,0,0,"memory cache",0.500,"python3",42177.730,288.998,"Core app process",761708
2.500,0.500,96.500,0,2.500,0,0,5309923.148,53941.849,7972400,6408476,2916,1602384,0,0,"Core app process",1.000,"python3",42180.882,281.999,"Core app process",764780
0.999,0.250,98.193,0,2.499,0,0,22383.080,65360.273,7978700,6402176,2916,1602384,0,0,"memory cache",0.500,"python3",42139.676,288.833,"Core app process",764780
2.000,0.500,97.003,0,1.750,0,0,5329015.502,132431.163,7975852,6405024,2916,1602384,0,0,"Core app process",0.750,"python3",42184.326,284.009,"Core app process",748900
1.250,0.500,98.225,0,1.500,0,0,24063.930,80129.787,7977616,6403260,2916,1602384,0,0,"memory cache",0.250,"python3",42184.359,281.929,"Core app process",750692
2.251,0.750,96.782,0,1.250,0,12.004,44445.857,157323.587,7978876,6402000,2916,1602384,0,0,"Core app process",0.750,"python3",42189.102,282.094,"Core app process",752356
1.500,0.250,98.249,0,0.750,0,0,16754.845,47551.559,7979380,6401496,2916,1602384,0,0,"Core app process",0.500,"python3",42166.609,281.997,"Core app process",752008
1.249,0,98.189,0,2.498,0,0,30676.012,72403.183,7987688,6393184,2916,1602388,0,0,"Core app process",0.500,"python3",42154.907,290.820,"Core app process",752136
1.750,0.250,97.749,0,1.250,0,4.000,37659.632,122186.807,7974516,6406356,2916,1602388,0,0,"db",0.250,"python3",42176.588,283.997,"Core app process",741872
4.500,0.750,93.749,0,2.250,0,0,26474425.175,113952.481,7961488,6419380,2916,1602392,0,0,"Core app process",3.750,"python3",42177.438,281.996,"Core app process",755360
1.999,0.250,97.219,0,3.999,0,0,37887.948,148482.767,7968796,6412072,2916,1602392,0,0,"Core app process",0.500,"python3",42179.582,290.907,"Core app process",753376
1.000,0.500,98.750,0,4.750,0,0,15801.995,42451.986,7969048,6411820,2916,1602392,0,0,"memory cache",0.250,"python3",42194.986,282.000,"Core app process",753376
2.001,0.500,97.529,0,1.250,0,0,5316839.393,72774.317,7965452,6415416,2916,1602392,0,0,"Core app process",0.500,"python3",42195.360,282.083,"Core app process",756192
1.250,0,97.748,0,1.500,0,0,35919.334,125629.672,7966676,6414192,2916,1602392,0,0,"memory cache",0.500,"python3",42198.218,281.995,"Core app process",756192
1.000,0.250,98.038,0,0.500,0,0,24436.591,83460.759,7967180,6413688,2916,1602392,0,0,"docker-proxy",0.500,"python3",42196.562,282.111,"Core app process",756192
1.500,0.500,96.999,0,3.000,0,0,43810.334,156931.615,7967304,6413564,2916,1602392,0,0,"Core app process",0.500,"python3",42185.359,281.996,"Core app process",755088
1.250,0.500,98.502,0,0.500,0,0,15399.328,46018.980,7966968,6413900,2916,1602392,0,0,"Core app process",0.500,"python3",42198.899,282.006,"Core app process",754508
1.000,0.500,98.227,0,1.250,0,0,31003.896,70833.769,7966968,6413900,2916,1602392,0,0,"Core app process",0.500,"python3",42176.336,288.934,"Core app process",754508
1.750,0.500,97.751,0,0.500,0,0,36302.379,119037.242,7971064,6409804,2916,1602392,0,0,"Core app process",0.250,"python3",42194.440,289.003,"Core app process",753932
1.249,0.500,98.189,0,2.249,0,0,26997.331,89702.613,7971316,6409552,2916,1602392,0,0,"Core app process",0.250,"python3",42151.973,288.822,"Core app process",753932
1.750,0.750,97.777,0,2.751,0,0,38226.474,146298.087,7971316,6409552,2916,1602392,0,0,"Core app process",0.250,"python3",42212.567,289.079,"Core app process",753932
0.500,0.250,98.998,0,0.750,0,0,14503.771,41131.349,7971316,6409552,2916,1602392,0,0,"db",0.250,"python3",42179.333,288.995,"Core app process",753932
1.000,0.500,97.999,0,0.500,0,0,30827.829,75023.584,7970372,6410496,2916,1602392,0,0,"systemd",0.250,"python3",42173.766,283.998,"Core app process",725632
1.751,0,97.786,0,0.500,0,0,37544.808,128034.088,7970116,6410748,2916,1602396,0,0,"Core app process",0.250,"python3",42195.519,282.104,"Core app process",725928
1.500,0.750,97.500,0,2.250,0,0,28194.036,100788.128,7968604,6412260,2916,1602396,0,0,"memory cache",0.250,"python3",42174.054,282.000,"Core app process",726628
2.000,0.500,96.502,0,1.750,0,0,43687.827,156172.958,7967848,6413016,2916,1602396,0,0,"Core app process",0.750,"python3",42190.799,282.005,"Core app process",725900
1.250,0,97.997,0,2.250,0,0,15234.492,48080.397,7967844,6413016,2916,1602400,0,0,"Core app process",0.500,"python3",42172.594,281.991,"Core app process",725652
1.000,0.500,97.723,0,1.000,0,0,34643.483,65312.058,7967844,6413016,2916,1602400,0,0,"Core app process",0.500,"python3",42165.417,283.922,"Core app process",726272
3.499,0.500,94.730,0.250,1.500,0,7046.487,36366.189,121879.822,7969912,6410948,2916,1602400,0,0,"Core app process",0.250,"python3",42185.939,288.938,"Core app process",726248
2.001,0.250,97.775,0,1.750,0,0,28547.229,101057.592,7969400,6411460,2916,1602400,0,0,"memory cache",0.500,"python3",42184.683,289.073,"Core app process",725984
2.249,0.250,97.209,0,1.499,0,141.939,33421.745,126711.956,7968392,6412468,2916,1602400,0,0,"memory cache",0.500,"python3",42161.018,281.880,"Core app process",725968
8.248,0.500,90.974,0,2.499,0,3.999,19344.523,47331.598,7968392,6412468,2916,1602400,0,0,"Pronghorn Autom",7.248,"python3",42164.061,290.918,"Core app process",726524
1.000,0.250,98.001,0,2.500,0,0,30510.307,77874.783,7968392,6412468,2916,1602400,0,0,"python3",0.500,"python3",42184.424,291.003,"Core app process",726736
1.000,0.500,97.719,0,1.250,0,0,34046.196,112722.230,7968392,6412468,2916,1602400,0,0,"Core app process",0.250,"python3",42166.619,281.911,"Core app process",727312
1.250,0.500,97.728,0,0.500,0,0,28783.431,99389.319,7968392,6412468,2916,1602400,0,0,"Core app process",0.250,"python3",42171.376,281.936,"Core app process",726708
1.998,0,97.426,0,2.248,0,0,43140.390,149918.675,7968392,6412468,2916,1602400,0,0,"Core app process",0.749,"python3",42133.151,283.785,"Core app process",726768
1.500,0.250,98.252,0,0.500,0,0,16671.289,49728.863,7959980,6420880,2916,1602400,0,0,"Core app process",0.500,"python3",42171.732,284.005,"Core app process",736388
2.249,0,97.970,0,0.750,0,0,36604.919,77701.478,7960732,6420124,2916,1602404,0,0,"Core app process",0.500,"python3",42165.235,281.915,"Core app process",737412
1.001,0.250,98.061,0,2.502,0,0,33855.160,109962.729,7960984,6419872,2916,1602404,0,0,"Core app process",0.250,"python3",42203.378,291.182,"Core app process",737540
1.500,0.500,97.991,0,2.750,0,0,28729.346,101748.601,7960984,6419872,2916,1602404,0,0,"Core app process",0.250,"python3",42165.105,288.973,"Core app process",733488
1.500,0.250,97.475,0,2.749,0,152.961,38202.313,141439.134,7960732,6420124,2916,1602404,0,0,"Core app process",0.500,"python3",43390.997,281.929,"Core app process",733668
0.750,0.750,98.212,0,1.999,0,0,17948.077,46027.245,7959972,6420880,2916,1602408,0,0,"Core app process",0.250,"python3",42342.666,281.891,"Core app process",732908
1.251,0.500,98.306,0,1.001,0,0,24594.943,71324.435,7959972,6420880,2916,1602408,0,0,"db",0.500,"python3",42383.027,282.160,"Core app process",733212
1.500,0.750,97.474,0,1.000,0,0,35616.445,119559.924,7959712,6421136,2916,1602412,0,0,"memory cache",0.500,"python3",42344.640,288.922,"Core app process",733756
1.250,0.750,97.752,0,0.750,0,0,29280.504,101583.750,7959208,6421640,2916,1602412,0,0,"Core app process",0.250,"python3",42362.730,282.005,"Core app process",734112
2.250,0.750,97.005,0,1.750,0,0,43669.378,148882.107,7958956,6421892,2916,1602412,0,0,"Core app process",0.500,"python3",42378.308,282.015,"Core app process",733452
1.000,0.250,97.997,0,0.750,0,0,14300.629,46424.795,7958956,6421892,2916,1602412,0,0,"Core app process",0.250,"python3",42354.901,281.993,"Core app process",733672
1.250,0.750,97.756,0,3.250,0,0,29538.950,73792.872,7958200,6422648,2916,1602412,0,0,"Core app process",0.500,"python3",42355.796,282.019,"Core app process",734196
1.000,0.250,98.249,0,2.500,0,4.000,33127.664,109138.893,7956688,6424160,2916,1602412,0,0,"Core app process",0.250,"python3",42357.570,281.997,"Core app process",733800
3.750,0.750,95.001,0.250,1.250,0,7052.097,31266.432,106989.479,7966516,6414332,2916,1602412,0,0,"Core app process",0.500,"python3",43591.603,282.004,"Core app process",734048
1.000,0,97.772,0,3.001,0,130.029,31669.083,119444.716,7966516,6414332,2916,1602412,0,0,"docker-proxy",0.500,"python3",42380.479,289.065,"Core app process",735016
0.500,0.500,98.746,0,1.750,0,0,15881.355,44200.204,7966260,6414584,2916,1602416,0,0,"memory cache",0.250,"python3",42360.279,281.989,"Core app process",734848
1.250,0.250,97.999,0,1.500,0,0,26127.617,81136.812,7965756,6415088,2916,1602416,0,0,"python3",0.500,"python3",42367.380,281.996,"Core app process",734268
1.750,0,97.251,0,3.000,0,0,37096.514,120761.674,7965756,6415088,2916,1602416,0,0,"memory cache",0.500,"python3",42365.587,282.004,"Core app process",734876
2.000,0.750,96.750,0,1.500,0,0,32311.971,106724.904,7965504,6415340,2916,1602416,0,0,"Core app process",1.000,"python3",42390.962,289.000,"Core app process",735384
1.750,0,97.256,0,2.250,0,0,39443.250,132511.560,7964748,6416096,2916,1602416,0,0,"Core app process",0.500,"python3",42364.417,282.016,"Core app process",735344
0.500,0,98.249,0,0.500,0,0,14195.811,46521.382,7960424,6420420,2916,1602416,0,0,"Core app process",0.250,"python3",42367.437,283.996,"Core app process",739004
1.751,0,97.546,0,2.501,0,0,31621.848,87351.016,7960424,6420420,2916,1602416,0,0,"Core app process",0.500,"python3",42402.910,284.133,"Core app process",739644
1.250,0.500,98.001,0,1.500,0,0,36216.441,112825.375,7961432,6419412,2916,1602416,0,0,"Core app process",0.500,"python3",42359.516,289.004,"Core app process",741180
1.751,0.500,97.781,0,0.750,0,0,30718.846,105860.930,7961936,6418908,2916,1602416,0,0,"Core app process",0.250,"python3",42388.586,282.090,"Core app process",741436
1.250,0.750,97.253,0,3.000,0,134.004,32154.849,119935.167,7962188,6418656,2916,1602416,0,0,"python3",0.500,"python3",42370.119,289.008,"Core app process",741692
1.751,0.250,97.306,0,1.251,0,0,17486.074,45529.229,7962944,6417900,2916,1602416,0,0,"Pronghorn Autom",1.251,"python3",42399.426,289.167,"Core app process",742972
1.500,0.250,97.732,0,2.250,0,0,25133.431,80115.435,7963952,6416892,2916,1602416,0,0,"docker-proxy",0.500,"python3",42360.299,283.948,"Core app process",735396
2.251,0.250,97.528,0,4.751,0,0,36772.458,120122.163,7963952,6416892,2916,1602416,0,0,"Core app process",0.500,"python3",42368.050,282.080,"Core app process",734424
1.500,0.500,98.030,0,0.750,0,0,29351.095,100491.138,7964200,6416644,2916,1602416,0,0,"Core app process",0.250,"python3",42375.130,282.087,"Core app process",734888
2.000,0,97.500,0,3.500,0,0,39272.981,131835.936,7964196,6416644,2916,1602420,0,0,"Core app process",0.750,"python3",42358.979,289.000,"Core app process",734508
1.250,0.250,98.469,0,2.999,0,0,13742.734,45585.850,7964196,6416644,2916,1602420,0,0,"Core app process",0.250,"python3",42349.854,283.912,"Core app process",734236
1.750,0.750,97.748,0,2.250,0,0,31264.280,86929.999,7964196,6416644,2916,1602420,0,0,"Core app process",0.500,"python3",42358.025,281.994,"Core app process",734468
1.500,1.000,97.749,0,1.000,0,4.000,44787.587,127011.828,7964196,6416644,2916,1602420,0,0,"irqbalance",0.250,"python3",42354.609,281.997,"Core app process",734308
0.750,1.001,98.061,0,0.750,0,0,30583.036,106064.018,7968292,6412548,2916,1602420,0,0,"containerd",0.250,"python3",42394.388,280.174,"Core app process",735340
2.000,0.750,97.249,0,2.000,0,0,31540.766,119795.110,7967536,6413304,2916,1602420,0,0,"python3",0.500,"python3",42360.685,281.998,"Core app process",734332
1.250,0.250,98.469,0,3.249,0,0,16642.724,44755.813,7973328,6407508,2916,1602424,0,0,"docker-proxy",0.250,"python3",42353.574,290.908,"Core app process",734824
1.751,0.500,97.789,0,1.751,0,12.005,26720.770,82803.375,7971564,6409272,2916,1602424,0,0,"docker-proxy",0.250,"python3",42376.080,282.114,"Core app process",734952
2.000,0,97.512,0,0.500,0,0,43141.440,128624.220,7971564,6409272,2916,1602424,0,0,"db",0.500,"python3",42373.343,282.036,"Core app process",734600
1.000,0.500,98.029,0,0.250,0,0,27938.211,97678.707,7971564,6409272,2916,1602424,0,0,"Core app process",0.500,"python3",42380.455,284.083,"Core app process",734412
1.500,0.250,97.501,0,1.750,0,0,42145.597,135375.918,7971564,6409272,2916,1602424,0,0,"Core app process",0.750,"python3",42369.600,282.004,"Core app process",735156
1.250,0,98.218,0,1.500,0,0,14844.139,47002.609,7964316,6416520,2916,1602424,0,0,"Core app process",0.250,"python3",42345.134,290.905,"Core app process",741668
1.749,0.500,97.669,0,0.999,0,0,33296.238,89310.533,7965300,6415512,2916,1602448,0,0,"Core app process",0.250,"python3",42320.713,281.765,"Core app process",742564
0.750,0,98.442,0,1.499,0,0,22880.409,65688.980,7965296,6415512,2916,1602452,0,0,"Core app process",0.250,"python3",42349.844,288.828,"Core app process",742176
1.000,0.500,97.750,0,1.500,0,0,30890.043,105464.147,7963784,6417024,2916,1602452,0,0,"memory cache",0.500,"python3",42365.059,284.000,"Core app process",737708
2.000,0.500,97.000,0,4.000,0,0,41881.967,164539.871,7963784,6417024,2916,1602452,0,0,"memory cache",0.500,"python3",42358.967,282.000,"Core app process",737628
0.500,0.250,98.221,0,0.750,0,0,18648.452,49647.229,7962524,6418284,2916,1602452,0,0,"memory cache",0.250,"python3",42372.393,288.914,"Core app process",736732
1.000,0.750,97.752,0,0.750,0,0,26776.420,82355.291,7962076,6418732,2916,1602452,0,0,"Core app process",0.250,"python3",42359.664,282.004,"Core app process",736532
1.751,0.500,98.549,0,0,0,12.006,25418.730,74553.339,7961012,6419796,2916,1602452,0,0,"Core app process",0.750,"python3",42390.230,282.141,"Core app process",737116
1.000,0.500,98.045,0,1.000,0,0,29063.450,94253.619,7960000,6420804,2916,1602456,0,0,"Core app process",0.250,"python3",42375.611,289.134,"Core app process",737220
1.750,0.750,96.474,0,1.500,0,0,51013.048,179147.003,7957224,6423576,2916,1602460,0,0,"Core app process",0.750,"python3",42350.417,281.923,"Core app process",738292
1.501,0,98.285,0,1.000,0,0,17703.381,48381.440,7956972,6423828,2916,1602460,0,0,"Core app process",0.500,"python3",42397.283,282.102,"Core app process",736920
1.500,0.250,97.529,0,0.750,0,0,29115.644,85773.464,7956720,6424080,2916,1602460,0,0,"Core app process",0.250,"python3",42368.578,289.086,"Core app process",737172
1.250,0.250,98.251,0,1.250,0,0,26278.325,73926.915,7956720,6424080,2916,1602460,0,0,"docker-proxy",0.500,"python3",42362.524,282.003,"Core app process",736792
1.501,0.750,98.037,0,2.001,0,8.003,28328.559,97232.242,7957224,6423576,2916,1602460,0,0,"Pronghorn Confi",0.500,"python3",42379.797,282.105,"Core app process",736884
2.000,0.500,97.493,0,3.000,0,0,43420.932,166370.244,7957224,6423576,2916,1602460,0,0,"Core app process",0.500,"python3",42364.006,281.980,"Core app process",736920
2.499,0.250,97.471,0,2.249,0,0,20056.052,49362.361,7955208,6425592,2916,1602460,0,0,"Pronghorn Autom",1.250,"python3",42373.434,288.914,"Core app process",737472
1.250,0,98.500,0,1.250,0,0,24050.088,77918.286,7968312,6412488,2916,1602460,0,0,"memory cache",0.250,"python3",42360.155,291.001,"Core app process",737508
1.750,0.500,98.234,0,0.500,0,0,27695.599,81377.068,7968312,6412488,2916,1602460,0,0,"Core app process",0.500,"python3",42365.268,281.955,"Core app process",737400
1.250,0,98.246,0,0.500,0,12.000,30274.877,95036.475,7968312,6412488,2916,1602460,0,0,"python3",0.500,"python3",42367.428,283.989,"Core app process",737156
1.999,1.000,96.725,0,2.999,0,0,52100.511,177984.918,7968060,6412740,2916,1602460,0,0,"Core app process",0.750,"python3",42375.029,281.927,"Core app process",737128
0.500,0,98.499,0,0.750,0,0,14710.831,48303.447,7956688,6424112,2916,1602460,0,0,"docker-proxy",0.500,"python3",42365.515,283.997,"Core app process",732836
1.500,0.500,97.528,0,1.250,0,0,33122.404,89613.443,7956688,6424112,2916,1602460,0,0,"Core app process",0.500,"python3",42372.030,282.080,"Core app process",733604
